dag_family,dag_label,n_tasks,n_edges,ccr,alpha,beta,seed,scheduler,scheduler_label,native_makespan,replayed_makespan,native_speedup_vs_heft,replayed_speedup_vs_heft,replay_overhead_ratio,contention_penalty,normalized_contention_penalty,duplicate_count,task_instance_ratio,duplication_efficiency,makespan_reduction_per_dup,comm_count,total_comm_time,link_total_busy_time,link_max_busy_time,link_mean_busy_time,link_load_imbalance,n_used_links
fork_join,Fork-join,14,16,1.0,0.0,1.0,5,cdls,CD-LS,75.8239,75.8239,1.340429,1.440459,1.0,0.0,0.0,3,1.214286,2.055474,11.1324,0,0,12.5243,7.5835,4.1748,0.44949,3
fork_join,Fork-join,14,16,1.0,0.0,1.0,5,cad,Proposed CA-D,75.8239,75.8239,1.340429,1.440459,1.0,0.0,0.0,3,1.214286,2.055474,11.1324,3,10.4241,12.5243,7.5835,4.1748,0.44949,3
fork_join,Fork-join,14,16,1.0,0.0,1.0,6,heft,HEFT,96.179,100.2992,1.0,1.0,1.042838,4.1202,0.042838,0,1.0,,,0,0,88.5365,28.4895,22.1341,0.223078,4
fork_join,Fork-join,14,16,1.0,0.0,1.0,6,cdls,CD-LS,82.1719,82.1719,1.170462,1.220602,1.0,0.0,0.0,3,1.214286,1.029478,6.0424,0,0,38.8993,14.53,12.9664,0.107607,3
fork_join,Fork-join,14,16,1.0,0.0,1.0,6,cad,Proposed CA-D,82.1719,82.1719,1.170462,1.220602,1.0,0.0,0.0,3,1.214286,1.029478,6.0424,3,28.4895,38.8993,14.53,12.9664,0.107607,3
fork_join,Fork-join,14,16,1.0,0.0,1.0,7,heft,HEFT,97.1188,108.4295,1.0,1.0,1.116463,11.3107,0.116463,0,1.0,,,0,0,115.0499,39.1712,19.175,0.510483,6
fork_join,Fork-join,14,16,1.0,0.0,1.0,7,cdls,CD-LS,75.0794,75.0794,1.293548,1.444198,1.0,0.0,0.0,3,1.214286,2.072925,11.1167,0,0,21.4733,13.2793,7.1578,0.460983,3
fork_join,Fork-join,14,16,1.0,0.0,1.0,7,cad,Proposed CA-D,75.0794,75.0794,1.293548,1.444198,1.0,0.0,0.0,3,1.214286,2.072925,11.1167,3,18.8345,21.4733,13.2793,7.1578,0.460983,3
fork_join,Fork-join,14,16,1.0,0.0,1.0,8,heft,HEFT,74.9701,91.6551,1.0,1.0,1.222555,16.685,0.222555,0,1.0,,,0,0,109.0153,28.7491,18.1692,0.368007,6
fork_join,Fork-join,14,16,1.0,0.0,1.0,8,cdls,CD-LS,65.3921,75.4952,1.146469,1.214052,1.154499,10.103,0.154499,3,1.214286,0.998908,5.3866,0,0,54.5131,26.2698,18.171,0.308292,3
fork_join,Fork-join,14,16,1.0,0.0,1.0,8,cad,Proposed CA-D,72.0016,72.0016,1.041228,1.272959,1.0,0.0,0.0,4,1.285714,0.955357,4.9134,3,29.2191,60.4117,29.2191,20.1372,0.31082,3
fork_join,Fork-join,14,16,1.0,0.0,1.0,9,heft,HEFT,97.3674,115.6488,1.0,1.0,1.187757,18.2814,0.187757,0,1.0,,,0,0,106.8867,34.3754,17.8145,0.481768,6
fork_join,Fork-join,14,16,1.0,0.0,1.0,9,cdls,CD-LS,87.8908,93.3219,1.107822,1.239245,1.061794,5.4311,0.061794,3,1.214286,1.116479,7.4423,0,0,32.4047,20.7499,10.8016,0.47944,3
fork_join,Fork-join,14,16,1.0,0.0,1.0,9,cad,Proposed CA-D,93.3219,93.3219,1.043349,1.239245,1.0,0.0,0.0,3,1.214286,1.116479,7.4423,3,20.7499,32.4047,20.7499,10.8016,0.47944,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,0,heft,HEFT,157.9556,157.9556,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,87.9074,63.7856,43.9537,0.310915,2
fork_join,Fork-join,14,16,5.0,0.0,1.0,0,cdls,CD-LS,124.2588,154.8356,1.271182,1.02015,1.246073,30.5768,0.246073,4,1.285714,0.070526,0.78,0,0,181.4697,105.6806,60.4899,0.427616,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,0,cad,Proposed CA-D,117.7038,117.7038,1.341975,1.341975,1.0,0.0,0.0,6,1.428571,0.797942,6.7086,3,73.1489,116.4063,73.1489,38.8021,0.469546,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,1,heft,HEFT,228.4363,228.4363,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,138.7963,102.1374,69.3981,0.320542,2
fork_join,Fork-join,14,16,5.0,0.0,1.0,1,cdls,CD-LS,124.2859,202.5278,1.837991,1.127926,1.629532,78.2419,0.629532,5,1.357143,0.358192,5.1817,0,0,323.2555,143.6492,107.7518,0.249896,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,1,cad,Proposed CA-D,120.9326,120.9326,1.888956,1.888956,1.0,0.0,0.0,6,1.428571,2.07423,17.9173,3,117.0305,146.7511,61.6335,48.917,0.206325,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,2,heft,HEFT,133.1441,133.1441,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,76.1109,41.0057,38.0555,0.071947,2
fork_join,Fork-join,14,16,5.0,0.0,1.0,2,cdls,CD-LS,98.4788,153.4036,1.352007,0.867933,1.557732,54.9248,0.557732,3,1.214286,-0.616312,-6.7532,0,0,164.6023,96.3704,54.8674,0.430661,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,2,cad,Proposed CA-D,98.4788,98.4788,1.352007,1.352007,1.0,0.0,0.0,6,1.428571,0.82135,5.7775,2,61.2652,61.2652,44.7019,30.6326,0.314736,2
fork_join,Fork-join,14,16,5.0,0.0,1.0,3,heft,HEFT,160.9851,226.2079,1.0,1.0,1.405148,65.2228,0.405148,0,1.0,,,0,0,93.4633,93.4633,93.4633,0.0,1
fork_join,Fork-join,14,16,5.0,0.0,1.0,3,cdls,CD-LS,81.6745,99.2256,1.971058,2.279734,1.214891,17.5511,0.214891,4,1.285714,4.479069,31.7456,0,0,77.4787,50.3149,25.8262,0.486708,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,3,cad,Proposed CA-D,91.7606,91.7606,1.754404,2.465198,1.0,0.0,0.0,7,1.5,2.930395,19.2068,2,18.8218,45.9856,18.8218,15.3285,0.185597,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,4,heft,HEFT,197.2918,197.2918,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,0.0,0.0,0.0,0.0,0
fork_join,Fork-join,14,16,5.0,0.0,1.0,4,cdls,CD-LS,127.6843,165.163,1.545153,1.194528,1.293527,37.4787,0.293527,4,1.285714,0.680847,8.0322,0,0,175.498,103.4906,58.4993,0.434737,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,4,cad,Proposed CA-D,128.2617,128.2617,1.538198,1.538198,1.0,0.0,0.0,5,1.357143,1.506953,13.806,3,100.0407,125.2818,78.6712,41.7606,0.469175,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,5,heft,HEFT,169.736,169.736,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,0.0,0.0,0.0,0.0,0
fork_join,Fork-join,14,16,5.0,0.0,1.0,5,cdls,CD-LS,89.7505,94.6666,1.891197,1.792987,1.054775,4.9161,0.054775,4,1.285714,2.775454,18.7673,0,0,52.834,28.1298,17.6113,0.373925,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,5,cad,Proposed CA-D,94.6666,94.6666,1.792987,1.792987,1.0,0.0,0.0,4,1.285714,2.775454,18.7673,3,38.6309,52.834,28.1298,17.6113,0.373925,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,6,heft,HEFT,191.686,243.7352,1.0,1.0,1.271533,52.0491,0.271533,0,1.0,,,0,0,165.0007,165.0007,165.0007,0.0,1
fork_join,Fork-join,14,16,5.0,0.0,1.0,6,cdls,CD-LS,110.2814,128.6916,1.738153,1.893948,1.166938,18.4101,0.166938,5,1.357143,2.503055,23.0087,0,0,149.2287,72.4088,49.7429,0.313027,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,6,cad,Proposed CA-D,113.4654,113.4654,1.689379,2.148102,1.0,0.0,0.0,7,1.5,2.296204,18.61,2,80.1587,80.1587,52.0491,40.0794,0.229971,2
fork_join,Fork-join,14,16,5.0,0.0,1.0,7,heft,HEFT,159.212,195.3661,1.0,1.0,1.227082,36.1541,0.227082,0,1.0,,,0,0,219.7704,150.023,73.2568,0.511696,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,7,cdls,CD-LS,106.8001,150.5028,1.490748,1.29809,1.409201,43.7027,0.409201,3,1.214286,1.391086,14.9544,0,0,147.3751,80.9786,49.125,0.393358,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,7,cad,Proposed CA-D,99.891,99.891,1.593857,1.955793,1.0,0.0,0.0,6,1.428571,2.230184,15.9125,2,40.97,40.97,27.776,20.485,0.262494,2
fork_join,Fork-join,14,16,5.0,0.0,1.0,8,heft,HEFT,155.4198,200.7704,1.0,1.0,1.291795,45.3507,0.291795,0,1.0,,,0,0,137.1747,80.8339,68.5873,0.151503,2
fork_join,Fork-join,14,16,5.0,0.0,1.0,8,cdls,CD-LS,93.7787,189.6445,1.657303,1.058667,2.022256,95.8658,1.022256,3,1.214286,0.27378,3.7086,0,0,257.5336,131.349,85.8445,0.34644,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,8,cad,Proposed CA-D,104.7135,104.7135,1.484238,1.91733,1.0,0.0,0.0,6,1.428571,2.140437,16.0095,2,95.8658,95.8658,50.5152,47.9329,0.051118,2
fork_join,Fork-join,14,16,5.0,0.0,1.0,9,heft,HEFT,186.9702,186.9702,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,0.0,0.0,0.0,0.0,0
fork_join,Fork-join,14,16,5.0,0.0,1.0,9,cdls,CD-LS,131.487,164.5074,1.421968,1.136546,1.251131,33.0204,0.251131,3,1.214286,0.637215,7.4876,0,0,175.9949,103.7494,58.665,0.434551,3
fork_join,Fork-join,14,16,5.0,0.0,1.0,9,cad,Proposed CA-D,123.6219,123.6219,1.512436,1.512436,1.0,0.0,0.0,6,1.428571,1.195685,10.5581,2,43.5065,115.7521,43.5065,38.584,0.113144,3
out_tree,Out-tree,7,6,1.0,1.0,1.0,0,heft,HEFT,62.0067,62.0067,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,38.6172,20.4148,19.3086,0.054187,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,0,cdls,CD-LS,47.419,47.419,1.307634,1.307634,1.0,0.0,0.0,3,1.428571,0.717813,4.8626,0,0,29.7502,16.5998,14.8751,0.103898,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,0,cad,Proposed CA-D,40.8003,40.8003,1.519762,1.519762,1.0,0.0,0.0,5,1.714286,0.727666,4.2413,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,1.0,1.0,1.0,1,heft,HEFT,68.1642,73.2624,1.0,1.0,1.074792,5.0982,0.074792,0,1.0,,,0,0,31.6506,31.6506,31.6506,0.0,1
out_tree,Out-tree,7,6,1.0,1.0,1.0,1,cdls,CD-LS,57.9886,57.9886,1.175476,1.263392,1.0,0.0,0.0,2,1.285714,0.921873,7.6369,0,0,16.3769,16.3769,16.3769,0.0,1
out_tree,Out-tree,7,6,1.0,1.0,1.0,1,cad,Proposed CA-D,51.164,51.164,1.332268,1.431912,1.0,0.0,0.0,5,1.714286,0.604676,4.4197,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,1.0,1.0,1.0,2,heft,HEFT,59.3619,59.3619,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,43.077,22.8941,21.5385,0.05921,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,2,cdls,CD-LS,45.9546,45.9546,1.291749,1.291749,1.0,0.0,0.0,3,1.428571,0.680748,4.4691,0,0,17.7349,11.9986,8.8674,0.260959,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,2,cad,Proposed CA-D,42.066,42.066,1.411161,1.411161,1.0,0.0,0.0,5,1.714286,0.575625,3.4592,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,1.0,1.0,1.0,3,heft,HEFT,46.9865,46.9865,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,21.42,13.6171,10.71,0.213491,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,3,cdls,CD-LS,46.9865,46.9865,1.0,1.0,1.0,0.0,0.0,2,1.285714,0.0,0.0,0,0,7.8029,7.8029,7.8029,0.0,1
out_tree,Out-tree,7,6,1.0,1.0,1.0,3,cad,Proposed CA-D,35.4896,35.4896,1.323951,1.323951,1.0,0.0,0.0,5,1.714286,0.453532,2.2994,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,1.0,1.0,1.0,4,heft,HEFT,77.494,88.7298,1.0,1.0,1.14499,11.2358,0.14499,0,1.0,,,0,0,58.1909,42.8037,29.0955,0.320258,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,4,cdls,CD-LS,64.824,64.824,1.195451,1.368779,1.0,0.0,0.0,2,1.285714,1.290727,11.9529,0,0,23.3731,15.3872,11.6866,0.240503,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,4,cad,Proposed CA-D,55.818,55.818,1.388332,1.589626,1.0,0.0,0.0,5,1.714286,0.825477,6.5824,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,1.0,1.0,1.0,5,heft,HEFT,61.7884,61.7884,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,37.547,27.1377,18.7735,0.308212,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,5,cdls,CD-LS,45.9078,45.9078,1.345925,1.345925,1.0,0.0,0.0,3,1.428571,0.807158,5.2935,0,0,10.6099,5.3523,5.3049,0.008857,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,5,cad,Proposed CA-D,43.4812,43.4812,1.421039,1.421039,1.0,0.0,0.0,5,1.714286,0.589454,3.6615,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,1.0,1.0,1.0,6,heft,HEFT,68.0606,68.0606,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,14.2535,9.1006,7.1268,0.216892,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,6,cdls,CD-LS,53.2147,53.2147,1.278981,1.278981,1.0,0.0,0.0,1,1.142857,1.952866,14.8459,0,0,9.1006,9.1006,9.1006,0.0,1
out_tree,Out-tree,7,6,1.0,1.0,1.0,6,cad,Proposed CA-D,43.0332,43.0332,1.581582,1.581582,1.0,0.0,0.0,5,1.714286,0.814215,5.0055,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,1.0,1.0,1.0,7,heft,HEFT,67.3505,67.3505,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,21.0568,10.8255,10.5284,0.027443,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,7,cdls,CD-LS,50.7152,50.7152,1.328014,1.328014,1.0,0.0,0.0,1,1.142857,2.296095,16.6353,0,0,10.2313,10.2313,10.2313,0.0,1
out_tree,Out-tree,7,6,1.0,1.0,1.0,7,cad,Proposed CA-D,49.115,49.115,1.371282,1.371282,1.0,0.0,0.0,5,1.714286,0.519794,3.6471,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,1.0,1.0,1.0,8,heft,HEFT,64.5904,64.5904,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,10.1442,10.1442,10.1442,0.0,1
out_tree,Out-tree,7,6,1.0,1.0,1.0,8,cdls,CD-LS,56.3226,56.3226,1.146793,1.146793,1.0,0.0,0.0,4,1.571429,0.256888,2.0669,0,0,20.2883,10.1442,10.1442,0.0,2
out_tree,Out-tree,7,6,1.0,1.0,1.0,8,cad,Proposed CA-D,47.7622,47.7622,1.352334,1.352334,1.0,0.0,0.0,5,1.714286,0.493267,3.3656,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,1.0,1.0,1.0,9,heft,HEFT,69.3732,69.3732,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,39.0656,26.2761,13.0219,0.504421,3
out_tree,Out-tree,7,6,1.0,1.0,1.0,9,cdls,CD-LS,69.3732,69.3732,1.0,1.0,1.0,0.0,0.0,1,1.142857,0.0,0.0,0,0,56.4799,26.2761,18.8266,0.283507,3
out_tree,Out-tree,7,6,1.0,1.0,1.0,9,cad,Proposed CA-D,50.8317,50.8317,1.364764,1.364764,1.0,0.0,0.0,5,1.714286,0.51067,3.7083,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,0,heft,HEFT,84.4537,84.4537,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,0,cdls,CD-LS,52.9599,52.9599,1.594672,1.594672,1.0,0.0,0.0,1,1.142857,4.162704,31.4938,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,0,cad,Proposed CA-D,40.8003,40.8003,2.069929,2.069929,1.0,0.0,0.0,5,1.714286,1.4979,8.7307,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,1,heft,HEFT,96.7693,96.7693,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,1,cdls,CD-LS,60.8415,60.8415,1.590515,1.590515,1.0,0.0,0.0,1,1.142857,4.133607,35.9278,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,1,cad,Proposed CA-D,51.164,51.164,1.891355,1.891355,1.0,0.0,0.0,5,1.714286,1.247897,9.1211,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,2,heft,HEFT,79.7421,79.7421,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,2,cdls,CD-LS,49.8845,49.8845,1.598535,1.598535,1.0,0.0,0.0,1,1.142857,4.189745,29.8576,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,2,cad,Proposed CA-D,42.066,42.066,1.895644,1.895644,1.0,0.0,0.0,5,1.714286,1.253901,7.5352,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,3,heft,HEFT,75.683,75.683,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,3,cdls,CD-LS,46.9865,46.9865,1.610739,1.610739,1.0,0.0,0.0,1,1.142857,4.275175,28.6965,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,3,cad,Proposed CA-D,35.4896,35.4896,2.13254,2.13254,1.0,0.0,0.0,5,1.714286,1.585556,8.0387,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,4,heft,HEFT,99.4581,99.4581,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,4,cdls,CD-LS,66.4653,66.4653,1.496391,1.496391,1.0,0.0,0.0,1,1.142857,3.474738,32.9928,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,4,cad,Proposed CA-D,55.818,55.818,1.781828,1.781828,1.0,0.0,0.0,5,1.714286,1.094559,8.728,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,5,heft,HEFT,83.8977,83.8977,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,5,cdls,CD-LS,51.6826,51.6826,1.623326,1.623326,1.0,0.0,0.0,1,1.142857,4.363283,32.2151,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,5,cad,Proposed CA-D,43.4812,43.4812,1.929517,1.929517,1.0,0.0,0.0,5,1.714286,1.301323,8.0833,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,6,heft,HEFT,78.678,78.678,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,21.7646,21.7646,21.7646,0.0,1
out_tree,Out-tree,7,6,5.0,1.0,1.0,6,cdls,CD-LS,53.6507,53.6507,1.466487,1.466487,1.0,0.0,0.0,1,1.142857,3.265412,25.0274,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,6,cad,Proposed CA-D,43.0332,43.0332,1.828309,1.828309,1.0,0.0,0.0,5,1.714286,1.159633,7.129,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,7,heft,HEFT,90.5328,90.5328,1.0,1.0,1.0,0.0,0.0,0,1.0,,,0,0,0.0,0.0,0.0,0.0,0
out_tree,Out-tree,7,6,5.0,1.0,1.0,7,cdls,CD-LS,54.194,54.194,1.670532,1.670532,1.0,0.0,0.0,1,1.142857,4.693724,36.3388,0,0,0.0,0.0,0.0,0.0,0
